CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x1bc0048),Room Cap
40535,CHE,06312,  2,Full Term ... `01-SEP to 20-DEC,Day,SEPARATION PROCESSES I,STAFF,M       0930 1045 ROWAN 340 (Class)`M       1100 1215 ROWAN 340 (Class)`F       1230 1345 ROWAN 340 (Class),Main,,2,24,0,0,29,-5,36
40628,CHE,06381,  1,Full Term ... `01-SEP to 20-DEC,Online,CHEMICAL ENGINEERING MATERIALS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,STAFF,   ,Online,,2,35,0,0,35,0,
40629,CHE,06401,  1,Full Term ... `01-SEP to 20-DEC,Day,CHEM PROCESS COMPONENT DES,STAFF,T       0930 1045 ROWAN 340 (Class)`T       1100 1215 ROWAN 340 (Class)`R       0800 0915 ROWAN 117 (Class)`R       0930 1045 ROWAN 117 (Class),Main,,4,25,0,0,27,-2,36
40630,CHE,06401,  2,Full Term ... `01-SEP to 20-DEC,Day,CHEM PROCESS COMPONENT DES,STAFF,T       1530 1645 ROWAN 340 (Class)`T       1700 1815 ROWAN 340 (Class)`R       0800 0915 ROWAN 117 (Class)`R       0930 1045 ROWAN 117 (Class),Main,,4,25,0,0,26,-1,36
40675,CHE,06403,  1,Full Term ... `01-SEP to 20-DEC,Day,UNIT OPS EXPERIMENT DSGN/ANALY,STAFF,M       1530 1645 ROWAN 340 (Class)`M       1700 1815 ROWAN 340 (Class)`F       1100 1215 ROWAN 117 (Class)`F       1230 1345 ROWAN 117 (Class),Main,,2,20,0,0,19,1,36
40676,CHE,06403,  2,Full Term ... `01-SEP to 20-DEC,Day,UNIT OPS EXPERIMENT DSGN/ANALY,STAFF,W       1530 1645 ROWAN 340 (Class)`W       1700 1815 ROWAN 340 (Class)`F       1100 1215 ROWAN 117 (Class)`F       1230 1345 ROWAN 117 (Class),Main,,2,20,0,0,20,0,36
40691,CHE,06403,  3,Full Term ... `01-SEP to 20-DEC,Day,UNIT OPS EXPERIMENT DSGN/ANALY,STAFF,R       1530 1645 ROWAN 340 (Class)`R       1700 1815 ROWAN 340 (Class)`F       1100 1215 ROWAN 117 (Class)`F       1230 1345 ROWAN 117 (Class),Main,,2,20,0,0,17,3,36
40701,CHE,06405,  1,Full Term ... `01-SEP to 20-DEC,Online,PROCESS DYNAMICS & CONTROL ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,STAFF,   ,Online,,3,30,0,0,30,0,
40709,CHE,06405,  2,Full Term ... `01-SEP to 20-DEC,Hybrid,PROCESS DYNAMICS & CONTROL HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE.`,STAFF,R       1830 1945 ROWAN 340 (Class)`R       2000 2115 ROWAN 340 (Class),Main,,3,30,0,0,26,4,36
40724,CHE,06441,  1,Full Term ... `01-SEP to 20-DEC,Evening,PROCESS SAFETY,STAFF,,Main,,3,0,0,0,0,0,
44032,CHE,06466,  1,Full Term ... `01-SEP to 20-DEC,Evening,POLYMER PROCESSING,STAFF,T       1830 1945 ROWAN 102 (Class)`T       2000 2115 ROWAN 102 (Class),Main,,3,20,0,0,20,0,35
40728,CHE,06475,  1,Full Term ... `01-SEP to 20-DEC,Evening,PRIN OF BIOPHARM/IND FLUID MIX,STAFF,M       1830 1945 ROWAN 340 (Class)`M       2000 2115 ROWAN 340 (Class),Main,,3,20,0,0,21,-1,36
40729,CHE,06476,  1,Full Term ... `01-SEP to 20-DEC,Evening,PRIN BIOSEPARATION PROCESSES,STAFF,W       1830 1945 ROWAN 340 (Class)`W       2000 2115 ROWAN 340 (Class),Main,,3,20,0,0,19,1,36
40730,CHE,06502,  1,Full Term ... `01-SEP to 20-DEC,Day,SPEC TOP: CHE SEMINARS,Savelski Mariano J.,R       1100 1215 ROWAN 340 (Class)`R       1230 1345 ROWAN 340 (Class),Main,,3,0,0,0,0,0,36
40731,CHE,06512,  1,Full Term ... `01-SEP to 20-DEC,Evening,SAFETY PROCES INDUST,STAFF,,Main,,3,0,0,0,0,0,
44033,CHE,06518,  1,Full Term ... `01-SEP to 20-DEC,Evening,POLYMER ENGINEERING,STAFF,T       1830 1945 ROWAN 102 (Class)`T       2000 2115 ROWAN 102 (Class),Main,,3,5,0,0,3,2,35
40732,CHE,06575,  1,Full Term ... `01-SEP to 20-DEC,Evening,BIOPHARM/INDUSTRIAL FLUID MXNG,STAFF,M       1830 1945 ROWAN 340 (Class)`M       2000 2115 ROWAN 340 (Class),Main,,3,5,0,0,2,3,36
40734,CHE,06576,  1,Full Term ... `01-SEP to 20-DEC,Evening,BIOSEPARATION PROCESSES,STAFF,W       1830 1945 ROWAN 340 (Class)`W       2000 2115 ROWAN 340 (Class),Main,,3,5,0,0,1,4,36
41653,CHEM,05100,  1,Full Term ... `01-SEP to 20-DEC,Evening,ESSENTIALS OF GEN CHEMISTRY,Miller Michael D,MW      1700 1815 SCIENC 341 (Class),Main,,3,20,0,0,11,9,24
41654,CHEM,05100,  2,Full Term ... `01-SEP to 20-DEC,Day,ESSENTIALS OF GEN CHEMISTRY,Miller Michael D,TR      1100 1215 SCIENC 314 (Class),Main,,3,0,0,0,0,0,26
41656,CHEM,05100,  3,Full Term ... `01-SEP to 20-DEC,Day,ESSENTIALS OF GEN CHEMISTRY,Miller Michael D,TR      1400 1515 SCIENC 314 (Class),Main,,3,0,0,0,0,0,26
41657,CHEM,05102,  1,Full Term ... `01-SEP to 20-DEC,Day,CHEM/EVERYDAY LIFE,STAFF,M       0800 0915 SCIENC 341 (Lab)`M       0930 1045 SCIENC 341 (Lab)`TR      0800 0915   (Lecture),Main,,4,24,0,0,24,0,24
41658,CHEM,05102,  2,Full Term ... `01-SEP to 20-DEC,Day,CHEM/EVERYDAY LIFE,STAFF,M       1100 1215 SCIENC 341 (Lab)`M       1230 1345 SCIENC 341 (Lab)`TR      0800 0915   (Lecture),Main,,4,24,0,0,23,1,24
43825,CHEM,05430,  1,Full Term ... `01-SEP to 20-DEC,Online,ADV TPS:BIOMEDICAL TOXICOLOGY ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Huggins Dona J,   ,Online,,3,25,0,0,24,1,0
41695,CHEM,05440,  1,Full Term ... `01-SEP to 20-DEC,Day,RESEARCH I,Caputo Gregory A,   ,Main,,3,0,0,0,25,-25,
41696,CHEM,05441,  1,Full Term ... `01-SEP to 20-DEC,Day,RESEARCH II,Caputo Gregory A,   ,Main,,3,0,0,0,9,-9,
41671,CHEM,05450,  1,Full Term ... `01-SEP to 20-DEC,Evening,SEMINAR I,Perez Lark J,T       1700 1815 SCIENC 128 (Class),Main,,1,10,0,0,10,0,40
41672,CHEM,05450,  2,Full Term ... `01-SEP to 20-DEC,Evening,SEMINAR I,Moura Gustavo,T       1700 1815 SCIENC 314 (Class),Main,,1,10,0,0,10,0,26
41673,CHEM,05450,  3,Full Term ... `01-SEP to 20-DEC,Evening,SEMINAR I,Nazer Behrooz,T       1700 1815 SCIENC 341 (Class),Main,,1,10,0,0,8,2,24
41674,CHEM,05450,  4,Full Term ... `01-SEP to 20-DEC,Evening,SEMINAR I,STAFF,T       1700 1815 SCIENC 329 (Class),Main,,1,10,0,0,9,1,14
43857,CHEM,05530,  1,Full Term ... `01-SEP to 20-DEC,Evening,SPEC TOPICS:ELECTROCHEMISTRY,Mugweru Amos M,MW      1700 1815 SCIENC 128 (Class),Main,,3,10,0,0,0,10,40
43826,CHEM,05530, 1S,Full Term ... `01-SEP to 20-DEC,Online,SPEC TPS:BIOMEDICAL TOXICOLOGY ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Huggins Dona J,   ,Online,,3,0,0,0,3,-3,0
41687,CHEM,05550,  1,Full Term ... `01-SEP to 20-DEC,Evening,ADV SEMINAR,Jonnalagadda Subash,R       1700 1815 SCIENC 128 (Class),Main,,1,15,0,0,20,-5,40
41590,CHEM,06100,  1,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,McPherson Lee D,MF      0800 0915 SCIENC 126 (Lecture)`T       0800 0915 SCIENC 322 (Lab)`T       0930 1045 SCIENC 322 (Lab),Main,,4,26,1,-18,26,0,26
41591,CHEM,06100,  2,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-LC,McPherson Lee D,MF      0800 0915 SCIENC 126 (Lecture)`W       0800 0915 SCIENC 322 (Lab)`W       0930 1045 SCIENC 322 (Lab),Main,,4,0,0,0,24,-24,26
41592,CHEM,06100,  3,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Dichmann-Schmidt Andrea T,M       0800 0915 SCIENC 322 (Lab)`M       0930 1045 SCIENC 322 (Lab)`TR      0800 0915 ROBSON 121 (Lecture),Main,,4,26,1,-19,26,0,26
41593,CHEM,06100,  4,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Dichmann-Schmidt Andrea T,TR      0800 0915 ROBSON 121 (Lecture)`F       0800 0915 SCIENC 322 (Lab)`F       0930 1045 SCIENC 322 (Lab),Main,,4,26,1,-20,26,0,26
41594,CHEM,06100,  5,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-LC,McPherson Lee D,MW      0930 1045 ROBSON 121 (Lecture)`R       0800 0915 SCIENC 322 (Lab)`R       0930 1045 SCIENC 322 (Lab),Main,,4,0,0,0,15,-15,26
41595,CHEM,06100,  6,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,McPherson Lee D,MW      0930 1045 ROBSON 121 (Lecture)`S       0930 1045 SCIENC 322 (Lab)`S       1100 1215 SCIENC 322 (Lab),Main,,4,26,1,-22,26,0,26
41596,CHEM,06100,  7,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Abouelsaadate Hanan H,M       1100 1215 SCIENC 322 (Lab)`M       1230 1345 SCIENC 322 (Lab)`WF      1100 1215 ROBSON 121 (Lecture),Main,,4,26,1,-19,26,0,26
41597,CHEM,06100,  8,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Abouelsaadate Hanan H,T       1100 1215 SCIENC 322 (Lab)`T       1230 1345 SCIENC 322 (Lab)`WF      1100 1215 ROBSON 121 (Lecture),Main,,4,26,1,-21,26,0,26
41598,CHEM,06100,  9,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-LC,STAFF,MR      1100 1215 ROBSON 121 (Lecture)`W       1100 1215 SCIENC 322 (Lab)`W       1230 1345 SCIENC 322 (Lab),Main,,4,0,0,0,21,-21,26
41599,CHEM,06100, 10,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-LC,STAFF,MR      1100 1215 ROBSON 121 (Lecture)`F       1100 1215 SCIENC 322 (Lab)`F       1230 1345 SCIENC 322 (Lab),Main,,4,0,0,0,22,-22,26
41600,CHEM,06100, 11,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Abouelsaadate Hanan H,M       1230 1345   (Lecture)`W       1230 1345 ROBSON 121 (Lecture)`R       1100 1215 SCIENC 322 (Lab)`R       1230 1345 SCIENC 322 (Lab),Main,,4,26,1,-23,26,0,26
41601,CHEM,06100, 12,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Abouelsaadate Hanan H,M       1230 1345   (Lecture)`W       1230 1345 ROBSON 121 (Lecture)`S       1230 1345 SCIENC 322 (Lab)`S       1400 1515 SCIENC 322 (Lab),Main,,4,26,1,-20,26,0,26
41602,CHEM,06100, 13,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Pilarz Matthew,M       1530 1645 SCIENC 322 (Lab)`M       1700 1815 SCIENC 322 (Lab)`TR      1400 1515 ROBSON 121 (Lecture),Main,,4,26,1,-20,26,0,26
41603,CHEM,06100, 14,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Pilarz Matthew,TR      1400 1515 ROBSON 121 (Lecture)`F       1530 1645 SCIENC 322 (Lab)`F       1700 1815 SCIENC 322 (Lab),Main,,4,26,1,-20,26,0,26
41604,CHEM,06100, 15,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,STAFF,MF      1530 1645 ROBSON 121 (Lecture)`T       1400 1515 SCIENC 322 (Lab)`T       1530 1645 SCIENC 322 (Lab),Main,,4,26,1,-20,26,0,26
41605,CHEM,06100, 16,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,STAFF,MF      1530 1645 ROBSON 121 (Lecture)`R       1400 1515 SCIENC 322 (Lab)`R       1530 1645 SCIENC 322 (Lab),Main,,4,26,1,-21,26,0,26
41607,CHEM,06100, 17,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Pilarz Matthew,TR      1530 1645 ROBSON 121 (Lecture)`W       1530 1645 SCIENC 322 (Lab)`W       1700 1815 SCIENC 322 (Lab),Main,,4,26,1,-22,26,0,26
41608,CHEM,06100, 18,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,Pilarz Matthew,TR      1530 1645 ROBSON 121 (Lecture)`F       1530 1645 SCIENC 314A (Lab)`F       1700 1815 SCIENC 314A (Lab),Main,,4,26,1,-20,26,0,26
41611,CHEM,06100, 19,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I,Casey Susanne P.,MW      1700 1815 ROBSON 121 (Lecture)`T       1700 1815 SCIENC 322 (Lab)`T       1830 1945 SCIENC 322 (Lab),Main,,4,26,1,-23,26,0,26
41612,CHEM,06100, 20,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I,Casey Susanne P.`Patel Suniti B`,MW      1700 1815 ROBSON 121 (Lecture)`R       1700 1815 SCIENC 322 (Lab)`R       1830 1945 SCIENC 322 (Lab),Main,,4,26,1,-21,26,0,26
41613,CHEM,06100, 21,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I,Skinner Stephen A,M       1830 1945 SCIENC 322 (Lab)`M       2000 2115 SCIENC 322 (Lab)`T       1830 1945 ROBSON 121 (Lecture)`T       2000 2115 ROBSON 121 (Lecture),Main,,4,26,1,-12,26,0,26
41614,CHEM,06100, 22,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I,Skinner Stephen A,T       1830 1945 ROBSON 121 (Lecture)`T       2000 2115 ROBSON 121 (Lecture)`W       1830 1945 SCIENC 322 (Lab)`W       2000 2115 SCIENC 322 (Lab),Main,,4,26,1,-10,26,0,26
41615,CHEM,06100, 23,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I,Kumi Bryna C,M       2000 2115 SCIENC 126 (Lecture)`M       2130 2245 SCIENC 126 (Lecture)`T       2000 2115 SCIENC 322 (Lab)`T       2130 2245 SCIENC 322 (Lab),Main,,4,26,1,-14,26,0,26
41616,CHEM,06100, 24,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I,Kumi Bryna C`Patel Suniti B`,M       2000 2115 SCIENC 126 (Lecture)`M       2130 2245 SCIENC 126 (Lecture)`R       2000 2115 SCIENC 322 (Lab)`R       2130 2245 SCIENC 322 (Lab),Main,,4,26,1,-16,26,0,26
41648,CHEM,06100, 25,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-RS This section for BS/BA CHEM or BS BIOCHEM Majors only`,Sheehan Timothy J,M       0800 0915 SCIENC 326A (Lab)`M       0930 1045 SCIENC 326A (Lab)`WF      0800 0915 SCIENC 314 (Lecture),Main,,4,0,0,0,21,-21,26
41649,CHEM,06100, 26,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-RS This section for BS/BA CHEM or BS BIOCHEM Majors only`,Supplee Carolyn,TR      0930 1045 SCIENC 314 (Lecture)`F       0930 1045 SCIENC 326A (Lab)`F       1100 1215 SCIENC 326A (Lab),Main,,4,0,0,0,20,-20,26
41650,CHEM,06100, 27,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I-RS This section for BS/BA CHEM or BS BIOCHEM Majors only`,Supplee Carolyn,TF      1230 1345 SCIENC 314 (Lecture)`R       1100 1215 SCIENC 326A (Lab)`R       1230 1345 SCIENC 326A (Lab),Main,,4,0,0,0,19,-19,26
41651,CHEM,06100, 28,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY I-RS This section for BS/BA CHEM or BS BIOCHEM Majors only`,Ramanujachary Kandalam V.,T       1830 1945 SCIENC 126 (Lecture)`T       2000 2115 SCIENC 126 (Lecture)`R       1830 1945 SCIENC 326A (Lab)`R       2000 2115 SCIENC 326A (Lab),Main,,4,0,0,0,20,-20,26
43880,CHEM,06100, 29,Full Term ... `01-SEP to 20-DEC,Day,HONR CHEMISTRY I,Dichmann-Schmidt Andrea T,M       1100 1215 SCIENC 326A (Lab)`M       1230 1345 SCIENC 326A (Lab)`T       1230 1345 SCIENC 128 (Lecture)`R       1230 1345 SCIENC 314 (Lecture),Main,,4,0,0,0,16,-16,26
44149,CHEM,06100, 30,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,STAFF,TR      1230 1345   (Lecture)`S       0930 1045 SCIENC 314 (Lab)`S       1100 1215 SCIENC 314 (Lab),Main,,4,5,0,0,24,-19,26
44151,CHEM,06100, 31,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY I,STAFF,TR      1230 1345   (Lecture)`S       1230 1345 SCIENC 314 (Lab)`S       1400 1515 SCIENC 314 (Lab),Main,,4,5,0,0,6,-1,26
41617,CHEM,06101,  1,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY II,Mishchuk Olena,M       1100 1215 SCIENC 314A (Lab)`M       1230 1345 SCIENC 314A (Lab)`TF      1100 1215 SCIENC 126 (Lecture),Main,,4,24,0,0,23,1,26
41618,CHEM,06101,  2,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY II,Mishchuk Olena,TF      1100 1215 SCIENC 126 (Lecture)`W       1100 1215 SCIENC 314A (Lab)`W       1230 1345 SCIENC 314A (Lab),Main,,4,24,0,0,22,2,26
41619,CHEM,06101,  3,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY II,Bleier Alan,M       1530 1645 SCIENC 314A (Lab)`M       1700 1815 SCIENC 314A (Lab)`TR      1700 1815 ROBSON 121 (Lecture),Main,,4,24,0,0,24,0,26
41620,CHEM,06101,  4,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY II,Bleier Alan,TR      1700 1815 ROBSON 121 (Lecture)`W       1530 1645 SCIENC 314A (Lab)`W       1700 1815 SCIENC 314A (Lab),Main,,4,24,0,0,24,0,26
41621,CHEM,06101,  5,Full Term ... `01-SEP to 20-DEC,Evening,CHEMISTRY II,Misra Gauri,M       1830 1945 SCIENC 314A (Lab)`M       2000 2115 SCIENC 314A (Lab)`W       1830 1945 ROBSON 121 (Lecture)`W       2000 2115 ROBSON 121 (Lecture),Main,,4,24,0,0,20,4,26
41622,CHEM,06101,  6,Full Term ... `01-SEP to 20-DEC,Day,CHEMISTRY II,Misra Gauri`Patel Suniti B`,T       1830 1945 SCIENC 314A (Lab)`T       2000 2115 SCIENC 314A (Lab)`W       1830 1945 ROBSON 121 (Lecture)`W       2000 2115 ROBSON 121 (Lecture),Main,,4,24,0,0,17,7,26
41685,CHEM,06301,  1,Full Term ... `01-SEP to 20-DEC,Day,INORGANIC CHEMISTRY,Ramanujachary Kandalam V.,TR      1400 1515 SCIENC 128 (Class),Main,,3,24,0,0,36,-12,40
41686,CHEM,06301,  2,Full Term ... `01-SEP to 20-DEC,Evening,INORGANIC CHEMISTRY,STAFF,R       1830 1945 SCIENC 128 (Class)`R       2000 2115 SCIENC 128 (Class),Main,,3,0,0,0,0,0,40
41624,CHEM,07200,  1,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Perez Lark J,MW      0800 0915 ROBSON 121 (Lecture)`R       0800 0915 SCIENC 336 (Lab)`R       0930 1045 SCIENC 336 (Lab),Main,,4,22,6,1,21,0,24
41625,CHEM,07200,  2,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Perez Lark J,MW      0800 0915 ROBSON 121 (Lecture)`F       0800 0915 SCIENC 336 (Lab)`F       0930 1045 SCIENC 336 (Lab),Main,,4,22,6,5,17,0,24
41626,CHEM,07200,  3,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Perez Lark J,M       0800 0915 SCIENC 336 (Lab)`M       0930 1045 SCIENC 336 (Lab)`TF      0930 1045 ROBSON 121 (Lecture),Main,,4,22,6,4,17,1,24
41627,CHEM,07200,  4,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Perez Lark J,TF      0930 1045 ROBSON 121 (Lecture)`W       0800 0915 SCIENC 336 (Lab)`W       0930 1045 SCIENC 336 (Lab),Main,,4,22,6,4,18,0,24
41629,CHEM,07200,  5,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Moura Gustavo,M       1100 1215 SCIENC 336 (Lab)`M       1230 1345 SCIENC 336 (Lab)`T       1100 1215 ROBSON 121 (Lecture)`R       1100 1215 SCIENC 126 (Lecture),Main,,4,21,5,0,22,-1,24
41631,CHEM,07200,  6,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Moura Gustavo,T       1100 1215 ROBSON 121 (Lecture)`R       1100 1215 SCIENC 126 (Lecture)`F       1100 1215 SCIENC 336 (Lab)`F       1230 1345 SCIENC 336 (Lab),Main,,4,18,2,0,18,0,24
41632,CHEM,07200,  7,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Jonnalagadda Subash,TF      1230 1345 ROBSON 121 (Lecture)`W       1100 1215 SCIENC 336 (Lab)`W       1230 1345 SCIENC 336 (Lab),Main,,4,19,3,1,21,-3,24
41633,CHEM,07200,  8,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Jonnalagadda Subash,TF      1230 1345 ROBSON 121 (Lecture)`R       1100 1215 SCIENC 336 (Lab)`R       1230 1345 SCIENC 336 (Lab),Main,,4,18,2,0,22,-4,24
41634,CHEM,07200,  9,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Nazer Behrooz,MW      1530 1645   (Lecture)`R       1530 1645 SCIENC 336 (Lab)`R       1700 1815 SCIENC 336 (Lab),Main,,4,22,6,1,21,0,24
41635,CHEM,07200, 10,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Nazer Behrooz,MW      1530 1645   (Lecture)`F       1530 1645 SCIENC 336 (Lab)`F       1700 1815 SCIENC 336 (Lab),Main,,4,22,6,1,22,-1,24
41636,CHEM,07200, 11,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Jonnalagadda Subash,M       1530 1645 SCIENC 336 (Lab)`M       1700 1815 SCIENC 336 (Lab)`TF      1530 1645   (Lecture),Main,,4,22,6,3,19,0,24
41637,CHEM,07200, 12,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY I,Jonnalagadda Subash,TF      1530 1645   (Lecture)`W       1530 1645 SCIENC 336 (Lab)`W       1700 1815 SCIENC 336 (Lab),Main,,4,22,6,2,20,0,24
41639,CHEM,07200, 13,Full Term ... `01-SEP to 20-DEC,Evening,ORGANIC CHEMISTRY I,Furyk Steven M,M       1830 1945 ROBSON 121 (Lecture)`M       2000 2115 ROBSON 121 (Lecture)`W       1830 1945 SCIENC 336 (Lab)`W       2000 2115 SCIENC 336 (Lab),Main,,4,16,0,0,22,-6,24
41640,CHEM,07200, 14,Full Term ... `01-SEP to 20-DEC,Evening,ORGANIC CHEMISTRY I,Furyk Steven M,M       1830 1945 ROBSON 121 (Lecture)`M       2000 2115 ROBSON 121 (Lecture)`R       1830 1945 SCIENC 336 (Lab)`R       2000 2115 SCIENC 336 (Lab),Main,,4,19,3,0,22,-3,24
41641,CHEM,07201,  1,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY II,Barrett Kristen N,M       0930 1045 SCIENC 126 (Lecture)`T       0800 0915 SCIENC 336 (Lab)`T       0930 1045 SCIENC 336 (Lab)`R       0930 1045 ROBSON 121 (Lecture),Main,,4,22,0,0,22,0,24
41642,CHEM,07201,  2,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY II,Barrett Kristen N,M       0930 1045 SCIENC 126 (Lecture)`R       0930 1045 ROBSON 121 (Lecture)`S       0930 1045 SCIENC 336 (Lab)`S       1100 1215 SCIENC 336 (Lab),Main,,4,22,0,0,1,21,24
41644,CHEM,07201,  3,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY II,Barrett Kristen N,MR      1230 1345 ROBSON 121 (Lecture)`T       1100 1215 SCIENC 336 (Lab)`T       1230 1345 SCIENC 336 (Lab),Main,,4,22,0,0,22,0,24
41645,CHEM,07201,  4,Full Term ... `01-SEP to 20-DEC,Day,ORGANIC CHEMISTRY II,Barrett Kristen N,MR      1230 1345 ROBSON 121 (Lecture)`S       1230 1345 SCIENC 336 (Lab)`S       1400 1515 SCIENC 336 (Lab),Main,,4,22,0,0,1,21,24
41646,CHEM,07201,  5,Full Term ... `01-SEP to 20-DEC,Evening,ORGANIC CHEMISTRY II,Swearingen Ekaterina,M       1830 1945 SCIENC 336 (Lab)`M       2000 2115 SCIENC 336 (Lab)`R       1830 1945 ROBSON 121 (Lecture)`R       2000 2115 ROBSON 121 (Lecture),Main,,4,22,0,0,10,12,24
41647,CHEM,07201,  6,Full Term ... `01-SEP to 20-DEC,Evening,ORGANIC CHEMISTRY II,Swearingen Ekaterina,T       1830 1945 SCIENC 336 (Lab)`T       2000 2115 SCIENC 336 (Lab)`R       1830 1945 ROBSON 121 (Lecture)`R       2000 2115 ROBSON 121 (Lecture),Main,,4,22,0,0,22,0,24
41661,CHEM,07348,  1,Full Term ... `01-SEP to 20-DEC,Day,BIOCHEMISTRY,Yang Catherine,MW      0930 1045 SCIENC 314 (Lecture)`R       0930 1045 SCIENC 304 (Lab)`R       1100 1215 SCIENC 304 (Lab),Main,,4,16,10,-1,16,0,24
41662,CHEM,07348,  2,Full Term ... `01-SEP to 20-DEC,Day,BIOCHEMISTRY,Shifman Yelena S.,M       1100 1215 SCIENC 304 (Lab)`M       1230 1345 SCIENC 304 (Lab)`WF      1230 1345 SCIENC 128 (Lecture),Main,,4,14,8,1,15,-2,24
41663,CHEM,07348,  3,Full Term ... `01-SEP to 20-DEC,Evening,BIOCHEMISTRY,Schultz Rachel S,M       1830 1945 SCIENC 304 (Lab)`M       2000 2115 SCIENC 304 (Lab)`W       1830 1945 SCIENC 314 (Lecture)`W       2000 2115 SCIENC 314 (Lecture),Main,,4,16,10,-2,18,-2,24
41665,CHEM,07348,  4,Full Term ... `01-SEP to 20-DEC,Evening,BIOCHEMISTRY,Keck Thomas M,T       1830 1945 SCIENC 341 (Lecture)`T       2000 2115 SCIENC 341 (Lecture)`R       1830 1945 SCIENC 304 (Lab)`R       2000 2115 SCIENC 304 (Lab),Main,,4,16,10,-1,17,-1,24
41666,CHEM,07348,  5,Full Term ... `01-SEP to 20-DEC,Day,BIOCHEMISTRY,Shifman Yelena S.,TR      0930 1045 SCIENC 128 (Lecture)`W       0930 1045 SCIENC 304 (Lab)`W       1100 1215 SCIENC 304 (Lab),Main,,4,16,10,-1,17,-1,24
41689,CHEM,07399,  1,Full Term ... `01-SEP to 20-DEC,Evening,BIOINFORMATICS-BIOCHEM APPS,Wu Chun,MW      2000 2115 SCIENC 128 (Class),Main,,3,24,6,-1,19,5,40
